Phone_Prefix,Platform,Subscription_Plan,Match_Date,Login_Status,Buffer_Count,Watch_Minutes,App_Rating,Target_Uninstall
019,Toffee,WC_Premium,2026-07-06,Success,2.0,102.0,5.0,0
013,Bioscope,Daily_Pass,2026-06-14,Stuck_at_Number_Screen,4.0,6.0,1.0,0
017,Toffee,Daily_Pass,2026-06-27,Stuck_at_Number_Screen,1.0,2.0,,1
017,Toffee,Daily_Pass,2026-07-02,Success,11.0,105.0,3.0,0
018,Bioscope,Daily_Pass,2026-07-04,Success,1.0,96.0,5.0,0
015,Toffee,Daily_Pass,2026-07-07,OTP_Failed,0.0,0.0,1.0,1
013,Toffee,Daily_Pass,2026-06-27,Buffer_Timeout,1.0,14.0,,0
013,Toffee,Daily_Pass,2026-07-03,Success,1.0,113.0,5.0,1
017,Toffee,Daily_Pass,2026-06-17,Success,2.0,114.0,,0
018,Toffee,WC_Premium,2026-07-09,Success,9.0,94.0,5.0,0
013,Bioscope,WC_Premium,2026-06-11,OTP_Failed,0.0,8.0,,1
019,Toffee,Daily_Pass,2026-06-28,Buffer_Timeout,0.0,4.0,2.0,0
018,Bioscope,Daily_Pass,2026-07-06,Stuck_at_Number_Screen,5.0,6.0,1.0,0
018,Bioscope,Weekly_Pass,2026-06-28,Success,14.0,82.0,5.0,0
017,Toffee,WC_Premium,2026-07-06,OTP_Failed,0.0,4.0,,1
015,Bioscope,WC_Premium,2026-07-07,Success,22.0,92.0,1.0,0
017,Bioscope,Daily_Pass,2026-06-30,OTP_Failed,2.0,2.0,1.0,1
017,Toffee,Weekly_Pass,2026-06-12,Success,2.0,135.0,4.0,1
016,Toffee,WC_Premium,2026-06-15,Success,5.0,96.0,5.0,0
018,Bioscope,WC_Premium,2026-06-23,Success,5.0,105.0,4.0,0
013,Other_Partner,Daily_Pass,2026-06-25,Success,1.0,79.0,3.0,0
013,Toffee,Weekly_Pass,2026-06-24,OTP_Failed,0.0,10.0,1.0,1
019,Toffee,Daily_Pass,2026-07-04,OTP_Failed,2.0,5.0,2.0,1
017,Toffee,Daily_Pass,2026-06-28,Success,22.0,73.0,1.0,0
019,Toffee,Weekly_Pass,2026-07-04,Success,16.0,100.0,,0
018,Bioscope,Daily_Pass,2026-06-14,Success,18.0,120.0,5.0,0
013,Toffee,WC_Premium,2026-07-09,Success,3.0,85.0,,0
018,Toffee,WC_Premium,2026-07-03,Success,3.0,92.0,4.0,0
017,Toffee,WC_Premium,2026-06-21,Success,11.0,90.0,,0
019,Toffee,Daily_Pass,2026-07-02,OTP_Failed,3.0,6.0,1.0,1
018,Toffee,Daily_Pass,2026-06-30,OTP_Failed,1.0,6.0,,1
017,Toffee,Daily_Pass,2026-07-02,Success,1.0,124.0,,0
018,Toffee,Weekly_Pass,2026-06-22,OTP_Failed,2.0,6.0,1.0,1
015,Bioscope,Weekly_Pass,2026-07-08,Success,23.0,66.0,2.0,1
013,Other_Partner,Daily_Pass,2026-06-23,Success,15.0,92.0,4.0,0
014,Toffee,Weekly_Pass,2026-06-13,Stuck_at_Number_Screen,3.0,8.0,1.0,1
017,Bioscope,Weekly_Pass,2026-07-06,OTP_Failed,1.0,3.0,1.0,0
017,Toffee,Daily_Pass,2026-06-24,Success,2.0,121.0,,1
017,Toffee,Weekly_Pass,2026-07-09,Stuck_at_Number_Screen,2.0,2.0,1.0,1
013,Toffee,Weekly_Pass,2026-06-22,OTP_Failed,1.0,1.0,2.0,1
017,Toffee,WC_Premium,2026-06-30,Success,0.0,103.0,5.0,0
017,Bioscope,Weekly_Pass,2026-06-14,OTP_Failed,1.0,2.0,,0
014,Toffee,Daily_Pass,2026-06-22,Success,18.0,104.0,4.0,0
019,Toffee,Weekly_Pass,2026-07-09,OTP_Failed,0.0,4.0,1.0,1
016,Bioscope,WC_Premium,2026-06-19,OTP_Failed,5.0,4.0,1.0,1
017,Bioscope,Daily_Pass,2026-06-11,Buffer_Timeout,4.0,0.0,,0
017,Toffee,WC_Premium,2026-07-09,Success,10.0,90.0,4.0,0
017,Toffee,Daily_Pass,2026-07-04,Success,3.0,77.0,4.0,0
016,Toffee,Weekly_Pass,2026-06-19,Buffer_Timeout,1.0,1.0,1.0,0
014,Toffee,WC_Premium,2026-07-04,Success,4.0,118.0,4.0,0
013,Toffee,Weekly_Pass,2026-07-10,Stuck_at_Number_Screen,2.0,8.0,,1
017,Toffee,Weekly_Pass,2026-06-15,Success,2.0,81.0,3.0,0
018,Bioscope,Daily_Pass,2026-06-18,Success,11.0,64.0,4.0,0
017,Bioscope,Daily_Pass,2026-06-25,Success,7.0,50.0,,0
013,Bioscope,Weekly_Pass,2026-06-23,Stuck_at_Number_Screen,3.0,3.0,,0
018,Toffee,Weekly_Pass,2026-07-01,Success,13.0,114.0,3.0,0
016,Toffee,Daily_Pass,2026-07-03,Success,17.0,87.0,,0
017,Toffee,WC_Premium,2026-06-30,Success,10.0,78.0,,0
017,Bioscope,Daily_Pass,2026-07-06,Success,1.0,65.0,3.0,0
015,Toffee,Weekly_Pass,2026-06-25,Success,2.0,84.0,5.0,0
017,Bioscope,Weekly_Pass,2026-07-02,Success,2.0,76.0,4.0,0
017,Bioscope,Weekly_Pass,2026-06-16,Success,1.0,63.0,5.0,0
017,Bioscope,Weekly_Pass,2026-06-16,Success,7.0,81.0,3.0,0
017,Bioscope,Daily_Pass,2026-06-25,Stuck_at_Number_Screen,0.0,8.0,1.0,1
013,Other_Partner,WC_Premium,2026-06-11,Success,1.0,54.0,5.0,0
019,Bioscope,Weekly_Pass,2026-07-09,Success,32.0,89.0,1.0,0
017,Other_Partner,Weekly_Pass,2026-06-21,Success,2.0,45.0,,0
013,Toffee,Weekly_Pass,2026-07-08,Success,5.0,72.0,4.0,0
016,Toffee,Daily_Pass,2026-06-13,Stuck_at_Number_Screen,1.0,0.0,1.0,1
018,Bioscope,WC_Premium,2026-06-24,Buffer_Timeout,1.0,10.0,1.0,0
019,Other_Partner,Weekly_Pass,2026-06-27,Success,0.0,120.0,4.0,0
019,Toffee,Weekly_Pass,2026-07-05,OTP_Failed,1.0,6.0,1.0,1
017,Toffee,WC_Premium,2026-06-13,OTP_Failed,6.0,1.0,1.0,1
019,Bioscope,WC_Premium,2026-07-09,Stuck_at_Number_Screen,1.0,4.0,2.0,1
018,Bioscope,Daily_Pass,2026-07-04,Buffer_Timeout,1.0,0.0,1.0,0
015,Toffee,WC_Premium,2026-06-21,Success,6.0,110.0,4.0,0
018,Bioscope,Daily_Pass,2026-06-15,Buffer_Timeout,2.0,10.0,1.0,0
015,Other_Partner,Weekly_Pass,2026-07-08,Buffer_Timeout,1.0,8.0,1.0,0
019,Bioscope,Daily_Pass,2026-06-23,Success,29.0,92.0,1.0,1
017,Toffee,Daily_Pass,2026-07-03,Success,6.0,121.0,4.0,0
018,Toffee,Daily_Pass,2026-06-21,OTP_Failed,1.0,2.0,2.0,1
015,Toffee,Daily_Pass,2026-06-28,Success,3.0,52.0,5.0,0
019,Toffee,Daily_Pass,2026-06-25,OTP_Failed,5.0,4.0,1.0,1
017,Toffee,Weekly_Pass,2026-06-14,Success,2.0,66.0,3.0,0
016,Bioscope,Daily_Pass,2026-06-30,Success,1.0,116.0,,0
017,Toffee,WC_Premium,2026-06-21,Stuck_at_Number_Screen,3.0,2.0,1.0,1
017,Bioscope,Daily_Pass,2026-07-10,Buffer_Timeout,0.0,7.0,1.0,1
013,Other_Partner,Daily_Pass,2026-06-12,Success,1.0,125.0,,0
017,Toffee,Weekly_Pass,2026-06-20,OTP_Failed,5.0,9.0,1.0,0
019,Other_Partner,Daily_Pass,2026-07-10,Success,11.0,75.0,4.0,0
017,Bioscope,Daily_Pass,2026-06-19,Success,14.0,103.0,4.0,0
019,Bioscope,WC_Premium,2026-06-28,Success,9.0,91.0,4.0,0
017,Toffee,Daily_Pass,2026-06-27,OTP_Failed,1.0,0.0,1.0,1
017,Bioscope,WC_Premium,2026-06-15,Success,22.0,64.0,,0
017,Toffee,Daily_Pass,2026-06-18,Stuck_at_Number_Screen,1.0,9.0,2.0,1
017,Bioscope,WC_Premium,2026-07-09,OTP_Failed,1.0,10.0,1.0,1
017,Toffee,Daily_Pass,2026-07-10,Success,2.0,87.0,,0
017,Bioscope,WC_Premium,2026-06-18,OTP_Failed,1.0,0.0,1.0,1
018,Toffee,Daily_Pass,2026-06-24,Buffer_Timeout,0.0,3.0,1.0,0
017,Toffee,Daily_Pass,2026-06-15,Success,0.0,71.0,,0
013,Bioscope,Weekly_Pass,2026-06-27,Success,7.0,97.0,5.0,0
013,Bioscope,Weekly_Pass,2026-06-17,Buffer_Timeout,1.0,10.0,1.0,0
019,Toffee,Daily_Pass,2026-06-17,OTP_Failed,5.0,10.0,2.0,1
014,Toffee,Daily_Pass,2026-06-20,Buffer_Timeout,1.0,10.0,2.0,1
018,Bioscope,WC_Premium,2026-07-07,Success,5.0,88.0,5.0,0
017,Bioscope,Daily_Pass,2026-06-17,Buffer_Timeout,3.0,3.0,1.0,0
017,Toffee,Weekly_Pass,2026-07-02,OTP_Failed,4.0,5.0,2.0,1
015,Bioscope,Weekly_Pass,2026-06-22,Stuck_at_Number_Screen,0.0,4.0,2.0,1
017,Toffee,Weekly_Pass,2026-06-28,OTP_Failed,1.0,8.0,1.0,1
017,Toffee,Daily_Pass,2026-07-04,Success,15.0,108.0,5.0,0
017,Bioscope,Weekly_Pass,2026-06-27,Success,4.0,94.0,4.0,0
017,Bioscope,Daily_Pass,2026-06-21,Success,7.0,97.0,5.0,0
017,Bioscope,Daily_Pass,2026-06-27,Success,1.0,90.0,4.0,0
019,Toffee,Weekly_Pass,2026-06-17,OTP_Failed,1.0,2.0,1.0,1
017,Bioscope,WC_Premium,2026-06-26,Success,3.0,101.0,4.0,0
018,Toffee,Daily_Pass,2026-06-27,Success,5.0,41.0,,0
017,Other_Partner,Daily_Pass,2026-06-30,Success,16.0,76.0,5.0,0
017,Toffee,Weekly_Pass,2026-07-07,Success,3.0,86.0,,0
014,Toffee,Daily_Pass,2026-06-23,Success,2.0,115.0,5.0,0
017,Bioscope,Weekly_Pass,2026-06-20,Success,0.0,129.0,,0
019,Toffee,WC_Premium,2026-06-16,OTP_Failed,1.0,5.0,1.0,1
018,Bioscope,WC_Premium,2026-06-26,Stuck_at_Number_Screen,3.0,11.0,1.0,1
017,Bioscope,Daily_Pass,2026-07-01,Success,11.0,115.0,4.0,0
015,Toffee,Weekly_Pass,2026-07-05,Stuck_at_Number_Screen,2.0,0.0,1.0,1
017,Bioscope,WC_Premium,2026-07-08,Success,12.0,92.0,4.0,0
019,Toffee,Daily_Pass,2026-06-18,Buffer_Timeout,1.0,4.0,,0
017,Toffee,Weekly_Pass,2026-07-07,Buffer_Timeout,2.0,0.0,1.0,0
019,Other_Partner,Daily_Pass,2026-06-22,Success,17.0,82.0,5.0,0
017,Bioscope,Daily_Pass,2026-07-10,Success,15.0,114.0,,0
018,Toffee,WC_Premium,2026-06-22,Success,2.0,104.0,5.0,0
019,Bioscope,WC_Premium,2026-06-29,Success,7.0,64.0,4.0,0
014,Toffee,Daily_Pass,2026-06-29,OTP_Failed,0.0,0.0,2.0,1
014,Bioscope,WC_Premium,2026-07-02,Success,13.0,74.0,,0
019,Other_Partner,Weekly_Pass,2026-06-13,Success,26.0,93.0,2.0,0
019,Toffee,WC_Premium,2026-07-08,Success,14.0,91.0,4.0,0
017,Bioscope,Daily_Pass,2026-06-11,Success,3.0,53.0,4.0,0
017,Toffee,Daily_Pass,2026-06-16,Success,10.0,100.0,3.0,0
017,Toffee,Daily_Pass,2026-06-22,Success,7.0,76.0,,0
013,Other_Partner,Weekly_Pass,2026-06-11,OTP_Failed,1.0,3.0,2.0,1
013,Bioscope,Daily_Pass,2026-06-28,Success,14.0,105.0,4.0,0
018,Toffee,Daily_Pass,2026-07-05,OTP_Failed,1.0,0.0,1.0,1
017,Bioscope,WC_Premium,2026-06-12,OTP_Failed,4.0,13.0,2.0,1
016,Toffee,WC_Premium,2026-07-09,Success,4.0,114.0,3.0,0
017,Toffee,Weekly_Pass,2026-06-28,Success,7.0,101.0,5.0,0
017,Other_Partner,WC_Premium,2026-06-22,Success,5.0,82.0,4.0,0
018,Bioscope,WC_Premium,2026-06-15,Buffer_Timeout,2.0,13.0,1.0,0
019,Bioscope,Weekly_Pass,2026-06-30,Success,17.0,82.0,4.0,0
016,Toffee,Weekly_Pass,2026-06-14,Success,11.0,104.0,4.0,0
018,Bioscope,WC_Premium,2026-07-06,Stuck_at_Number_Screen,1.0,0.0,1.0,1
017,Other_Partner,Weekly_Pass,2026-06-13,Stuck_at_Number_Screen,2.0,4.0,2.0,1
018,Toffee,Daily_Pass,2026-06-14,Buffer_Timeout,0.0,0.0,,0
017,Toffee,Daily_Pass,2026-06-17,Success,10.0,55.0,4.0,0
013,Bioscope,Weekly_Pass,2026-07-09,Success,8.0,66.0,4.0,0
013,Toffee,WC_Premium,2026-07-08,OTP_Failed,0.0,5.0,,1
017,Toffee,Weekly_Pass,2026-06-29,Success,5.0,138.0,5.0,0
017,Bioscope,WC_Premium,2026-06-21,Success,3.0,83.0,4.0,0
015,Other_Partner,WC_Premium,2026-06-26,Success,3.0,100.0,4.0,0
015,Bioscope,Daily_Pass,2026-07-02,OTP_Failed,3.0,7.0,1.0,1
013,Bioscope,WC_Premium,2026-07-08,Stuck_at_Number_Screen,1.0,4.0,,1
017,Bioscope,Daily_Pass,2026-06-13,Success,8.0,41.0,4.0,0
017,Bioscope,Weekly_Pass,2026-07-02,Buffer_Timeout,9.0,6.0,1.0,1
013,Toffee,WC_Premium,2026-07-06,Success,11.0,73.0,5.0,0
014,Toffee,Weekly_Pass,2026-06-27,Success,1.0,88.0,,0
017,Toffee,WC_Premium,2026-06-25,OTP_Failed,1.0,10.0,1.0,1
019,Toffee,Daily_Pass,2026-06-13,Buffer_Timeout,2.0,5.0,1.0,0
017,Toffee,WC_Premium,2026-06-30,OTP_Failed,1.0,2.0,,0
015,Toffee,Daily_Pass,2026-06-21,OTP_Failed,0.0,0.0,2.0,1
013,Toffee,Weekly_Pass,2026-06-14,Success,5.0,103.0,4.0,0
019,Toffee,Weekly_Pass,2026-07-09,Success,3.0,97.0,,0
017,Bioscope,Weekly_Pass,2026-06-30,OTP_Failed,2.0,5.0,1.0,1
018,Toffee,Daily_Pass,2026-07-09,Success,21.0,80.0,,0
017,Bioscope,Daily_Pass,2026-06-24,Buffer_Timeout,1.0,10.0,,0
017,Toffee,Weekly_Pass,2026-06-11,Success,3.0,114.0,5.0,0
014,Bioscope,Weekly_Pass,2026-06-28,Success,1.0,101.0,,0
014,Other_Partner,Weekly_Pass,2026-06-27,Success,1.0,114.0,,0
019,Bioscope,Weekly_Pass,2026-06-25,Success,1.0,93.0,,0
018,Bioscope,WC_Premium,2026-06-30,Success,5.0,86.0,5.0,0
019,Other_Partner,WC_Premium,2026-07-05,Success,2.0,98.0,5.0,0
017,Toffee,Daily_Pass,2026-06-23,Success,2.0,88.0,5.0,0
017,Other_Partner,Daily_Pass,2026-07-04,Stuck_at_Number_Screen,0.0,5.0,1.0,1
017,Bioscope,Weekly_Pass,2026-06-11,Success,6.0,88.0,5.0,0
018,Bioscope,Daily_Pass,2026-07-04,Success,4.0,119.0,5.0,0
013,Toffee,Daily_Pass,2026-06-12,Success,1.0,88.0,5.0,0
017,Bioscope,Daily_Pass,2026-06-21,Success,2.0,89.0,5.0,0
018,Bioscope,Daily_Pass,2026-06-15,Stuck_at_Number_Screen,1.0,3.0,1.0,1
019,Bioscope,Weekly_Pass,2026-07-10,OTP_Failed,2.0,8.0,1.0,1
013,Bioscope,Daily_Pass,2026-06-25,Success,2.0,132.0,4.0,0
017,Toffee,Daily_Pass,2026-07-05,OTP_Failed,1.0,6.0,1.0,0
017,Toffee,WC_Premium,2026-06-19,Success,29.0,79.0,2.0,0
017,Toffee,WC_Premium,2026-06-11,OTP_Failed,2.0,12.0,2.0,1
017,Toffee,WC_Premium,2026-07-09,Success,16.0,81.0,5.0,0
018,Toffee,Daily_Pass,2026-06-19,Success,5.0,129.0,4.0,0
018,Toffee,Daily_Pass,2026-06-21,OTP_Failed,4.0,4.0,2.0,1
016,Toffee,Daily_Pass,2026-07-02,Success,8.0,97.0,4.0,0
013,Toffee,Daily_Pass,2026-06-22,Buffer_Timeout,1.0,9.0,,0
019,Toffee,Daily_Pass,2026-06-11,Success,10.0,81.0,4.0,0
017,Other_Partner,WC_Premium,2026-06-26,Buffer_Timeout,0.0,0.0,1.0,0
018,Bioscope,WC_Premium,2026-06-26,Success,8.0,84.0,,0
019,Bioscope,WC_Premium,2026-06-17,Success,31.0,88.0,1.0,1
017,Toffee,WC_Premium,2026-06-13,Success,3.0,62.0,5.0,0
017,Bioscope,Weekly_Pass,2026-06-15,Success,2.0,85.0,4.0,0
019,Bioscope,WC_Premium,2026-06-14,Success,3.0,109.0,,0
017,Other_Partner,WC_Premium,2026-07-10,Success,6.0,98.0,,0
016,Bioscope,Weekly_Pass,2026-07-09,Success,8.0,74.0,,0
017,Bioscope,Daily_Pass,2026-07-08,Success,1.0,110.0,4.0,0
016,Bioscope,Daily_Pass,2026-06-13,Success,8.0,64.0,4.0,0
017,Toffee,Weekly_Pass,2026-06-13,Success,8.0,86.0,4.0,0
017,Toffee,Daily_Pass,2026-06-30,OTP_Failed,4.0,1.0,1.0,1
018,Bioscope,WC_Premium,2026-06-13,Success,17.0,92.0,,0
017,Toffee,Weekly_Pass,2026-07-02,Buffer_Timeout,1.0,12.0,,0
013,Toffee,Weekly_Pass,2026-06-28,Success,17.0,126.0,4.0,0
017,Bioscope,Daily_Pass,2026-06-22,OTP_Failed,2.0,6.0,1.0,1
017,Toffee,Weekly_Pass,2026-06-27,Success,13.0,119.0,5.0,0
017,Bioscope,Weekly_Pass,2026-07-10,Success,3.0,93.0,4.0,0
017,Other_Partner,WC_Premium,2026-07-05,Success,15.0,101.0,4.0,0
014,Toffee,Daily_Pass,2026-07-03,Buffer_Timeout,0.0,9.0,2.0,1
017,Toffee,WC_Premium,2026-06-27,Stuck_at_Number_Screen,5.0,8.0,1.0,1
018,Toffee,Weekly_Pass,2026-06-18,OTP_Failed,2.0,6.0,1.0,1
017,Toffee,Weekly_Pass,2026-06-11,OTP_Failed,0.0,0.0,1.0,1
017,Toffee,WC_Premium,2026-06-27,OTP_Failed,2.0,12.0,1.0,1
014,Toffee,WC_Premium,2026-07-02,Success,0.0,94.0,3.0,0
017,Toffee,Daily_Pass,2026-07-06,OTP_Failed,0.0,12.0,1.0,1
015,Toffee,WC_Premium,2026-06-19,Success,7.0,96.0,5.0,0
017,Bioscope,Daily_Pass,2026-06-21,OTP_Failed,1.0,1.0,1.0,1
016,Bioscope,Weekly_Pass,2026-06-23,Success,13.0,55.0,5.0,1
018,Bioscope,Daily_Pass,2026-07-07,Success,3.0,97.0,5.0,0
019,Bioscope,Weekly_Pass,2026-06-13,Success,1.0,66.0,,0
018,Toffee,Weekly_Pass,2026-06-28,Success,2.0,122.0,4.0,0
018,Bioscope,Weekly_Pass,2026-06-20,OTP_Failed,4.0,3.0,1.0,1
017,Toffee,Weekly_Pass,2026-06-25,Success,3.0,78.0,5.0,0
017,Toffee,Weekly_Pass,2026-07-07,Buffer_Timeout,9.0,0.0,2.0,0
014,Bioscope,Daily_Pass,2026-07-07,Success,72.0,75.0,,0
017,Toffee,WC_Premium,2026-06-11,OTP_Failed,0.0,12.0,1.0,1
013,Toffee,Weekly_Pass,2026-06-16,Stuck_at_Number_Screen,1.0,5.0,1.0,1
019,Bioscope,Weekly_Pass,2026-07-01,Success,2.0,67.0,4.0,0
017,Other_Partner,WC_Premium,2026-06-25,OTP_Failed,5.0,10.0,1.0,0
015,Toffee,Daily_Pass,2026-07-10,Success,5.0,74.0,4.0,0
016,Toffee,Weekly_Pass,2026-07-06,Success,1.0,106.0,,0
018,Bioscope,Weekly_Pass,2026-07-09,Success,3.0,89.0,4.0,0
019,Bioscope,Daily_Pass,2026-06-17,Stuck_at_Number_Screen,1.0,1.0,1.0,1
017,Toffee,Daily_Pass,2026-07-01,Success,7.0,88.0,4.0,1
017,Bioscope,WC_Premium,2026-06-16,Success,1.0,99.0,,0
018,Other_Partner,Daily_Pass,2026-06-25,Success,6.0,93.0,4.0,0
017,Toffee,Weekly_Pass,2026-06-28,Success,2.0,94.0,5.0,0
016,Other_Partner,Weekly_Pass,2026-06-23,Success,42.0,56.0,1.0,0
014,Other_Partner,Weekly_Pass,2026-06-11,Success,5.0,77.0,4.0,0
013,Toffee,WC_Premium,2026-07-02,Success,2.0,66.0,5.0,0
017,Bioscope,WC_Premium,2026-06-28,Success,10.0,84.0,4.0,0
015,Toffee,Daily_Pass,2026-06-13,Success,3.0,47.0,4.0,0
013,Bioscope,WC_Premium,2026-06-22,Stuck_at_Number_Screen,0.0,8.0,1.0,1
018,Bioscope,WC_Premium,2026-06-11,Success,4.0,93.0,5.0,0
013,Toffee,Daily_Pass,2026-07-04,Buffer_Timeout,4.0,5.0,1.0,1
014,Bioscope,WC_Premium,2026-06-17,Success,2.0,91.0,5.0,0
018,Bioscope,WC_Premium,2026-07-06,Success,12.0,56.0,5.0,0
019,Toffee,Daily_Pass,2026-06-18,OTP_Failed,4.0,15.0,1.0,1
019,Toffee,Weekly_Pass,2026-06-25,OTP_Failed,3.0,4.0,1.0,0
017,Toffee,WC_Premium,2026-06-15,Buffer_Timeout,1.0,5.0,,0
013,Bioscope,Weekly_Pass,2026-07-02,Success,8.0,99.0,,1
019,Other_Partner,WC_Premium,2026-06-13,Success,3.0,45.0,5.0,0
013,Bioscope,Weekly_Pass,2026-06-17,Buffer_Timeout,4.0,0.0,1.0,0
019,Toffee,Weekly_Pass,2026-06-14,Success,2.0,137.0,4.0,1
014,Bioscope,Daily_Pass,2026-06-12,Success,2.0,105.0,4.0,0
018,Toffee,Weekly_Pass,2026-06-17,Success,0.0,81.0,5.0,0
016,Toffee,Weekly_Pass,2026-07-02,Success,18.0,49.0,,0
019,Toffee,WC_Premium,2026-06-11,Success,3.0,96.0,,0
019,Toffee,Weekly_Pass,2026-07-05,Buffer_Timeout,1.0,8.0,1.0,1
013,Bioscope,Daily_Pass,2026-06-21,Success,8.0,72.0,5.0,0
017,Other_Partner,Daily_Pass,2026-06-19,OTP_Failed,5.0,10.0,2.0,1
013,Bioscope,Weekly_Pass,2026-06-20,Success,21.0,123.0,2.0,0
016,Bioscope,WC_Premium,2026-06-29,Success,3.0,56.0,,0
018,Toffee,WC_Premium,2026-06-25,Success,21.0,106.0,1.0,0
016,Other_Partner,Weekly_Pass,2026-07-08,Success,16.0,106.0,5.0,0
013,Bioscope,Daily_Pass,2026-07-10,Success,2.0,104.0,4.0,0
018,Bioscope,Daily_Pass,2026-06-20,Stuck_at_Number_Screen,2.0,12.0,1.0,1
017,Toffee,Daily_Pass,2026-06-27,OTP_Failed,2.0,3.0,2.0,1
016,Bioscope,WC_Premium,2026-06-22,Success,9.0,56.0,4.0,0
018,Bioscope,Daily_Pass,2026-07-03,Success,5.0,66.0,5.0,0
017,Toffee,Weekly_Pass,2026-06-14,Success,3.0,82.0,,0
017,Bioscope,Weekly_Pass,2026-06-24,Success,10.0,73.0,4.0,0
016,Other_Partner,WC_Premium,2026-06-29,Stuck_at_Number_Screen,1.0,0.0,1.0,1
018,Toffee,WC_Premium,2026-07-04,OTP_Failed,2.0,9.0,1.0,1
017,Toffee,WC_Premium,2026-07-05,Success,5.0,85.0,3.0,0
015,Bioscope,WC_Premium,2026-06-23,Buffer_Timeout,0.0,11.0,,0
016,Toffee,WC_Premium,2026-07-04,Success,9.0,84.0,4.0,0
015,Bioscope,WC_Premium,2026-06-14,Success,3.0,90.0,4.0,0
013,Bioscope,WC_Premium,2026-06-17,Success,13.0,105.0,3.0,0
018,Toffee,WC_Premium,2026-07-08,Success,9.0,110.0,5.0,0
019,Bioscope,Weekly_Pass,2026-06-28,Buffer_Timeout,1.0,6.0,,0
018,Bioscope,Weekly_Pass,2026-06-21,Success,12.0,83.0,,0
016,Bioscope,Weekly_Pass,2026-06-23,Success,2.0,68.0,,0
017,Bioscope,Weekly_Pass,2026-06-27,Success,5.0,70.0,4.0,0
013,Bioscope,WC_Premium,2026-06-25,Success,1.0,107.0,5.0,0
017,Toffee,WC_Premium,2026-06-25,OTP_Failed,2.0,15.0,,0
017,Toffee,Weekly_Pass,2026-06-27,Buffer_Timeout,1.0,1.0,,0
017,Toffee,Daily_Pass,2026-07-06,OTP_Failed,3.0,0.0,1.0,1
017,Toffee,WC_Premium,2026-06-15,OTP_Failed,3.0,1.0,1.0,1
015,Bioscope,Daily_Pass,2026-06-19,Success,8.0,43.0,4.0,0
017,Toffee,Daily_Pass,2026-06-14,Success,7.0,83.0,,0
016,Bioscope,WC_Premium,2026-07-10,OTP_Failed,3.0,0.0,2.0,1
019,Toffee,Daily_Pass,2026-06-30,Stuck_at_Number_Screen,1.0,10.0,1.0,1
018,Toffee,Daily_Pass,2026-06-17,OTP_Failed,4.0,0.0,,1
017,Bioscope,Daily_Pass,2026-06-20,Success,8.0,85.0,5.0,0
016,Toffee,Daily_Pass,2026-06-11,OTP_Failed,2.0,8.0,1.0,1
018,Bioscope,Weekly_Pass,2026-06-12,Success,5.0,81.0,4.0,0
016,Toffee,Daily_Pass,2026-07-03,Success,11.0,96.0,5.0,0
019,Other_Partner,Weekly_Pass,2026-07-10,OTP_Failed,0.0,3.0,1.0,1
015,Bioscope,Daily_Pass,2026-06-20,Success,21.0,101.0,,0
018,Bioscope,WC_Premium,2026-06-18,Success,1.0,102.0,5.0,0
017,Toffee,Daily_Pass,2026-06-29,OTP_Failed,1.0,0.0,1.0,1
018,Toffee,Daily_Pass,2026-07-05,Success,2.0,100.0,5.0,0
017,Other_Partner,Daily_Pass,2026-06-11,Success,3.0,70.0,4.0,0
019,Bioscope,Weekly_Pass,2026-06-12,OTP_Failed,0.0,4.0,,1
017,Toffee,Weekly_Pass,2026-06-26,Success,7.0,52.0,5.0,0
017,Toffee,Weekly_Pass,2026-06-12,OTP_Failed,1.0,5.0,,1
019,Toffee,WC_Premium,2026-07-10,Success,11.0,82.0,3.0,0
018,Toffee,WC_Premium,2026-07-04,Stuck_at_Number_Screen,2.0,4.0,1.0,1
013,Bioscope,Weekly_Pass,2026-06-14,Stuck_at_Number_Screen,4.0,0.0,,1
018,Toffee,Daily_Pass,2026-06-26,Success,17.0,101.0,,0
019,Toffee,Weekly_Pass,2026-06-29,Success,0.0,109.0,,0
017,Bioscope,Daily_Pass,2026-06-18,Stuck_at_Number_Screen,6.0,6.0,2.0,1
019,Toffee,WC_Premium,2026-07-06,Success,3.0,93.0,5.0,0
017,Bioscope,Daily_Pass,2026-06-27,Success,0.0,80.0,5.0,0
019,Other_Partner,WC_Premium,2026-06-13,Success,11.0,81.0,4.0,0
019,Toffee,WC_Premium,2026-06-27,OTP_Failed,1.0,9.0,1.0,0
017,Bioscope,Weekly_Pass,2026-06-13,Success,7.0,117.0,3.0,0
013,Toffee,Weekly_Pass,2026-06-22,Success,3.0,97.0,5.0,0
017,Toffee,Weekly_Pass,2026-06-16,Buffer_Timeout,4.0,2.0,,1
016,Toffee,Daily_Pass,2026-06-24,Success,8.0,79.0,5.0,0
018,Toffee,WC_Premium,2026-07-10,OTP_Failed,1.0,0.0,,0
018,Toffee,Weekly_Pass,2026-06-18,OTP_Failed,2.0,5.0,1.0,1
017,Toffee,Daily_Pass,2026-07-10,Success,2.0,86.0,5.0,0
017,Bioscope,WC_Premium,2026-06-16,Stuck_at_Number_Screen,2.0,2.0,2.0,1
017,Bioscope,Daily_Pass,2026-06-23,Success,0.0,59.0,4.0,0
017,Other_Partner,Daily_Pass,2026-07-01,OTP_Failed,0.0,9.0,2.0,1
